time,latitude,longitude,pmsl,u_mean,v_mean,uv_mag_mean,taux_mean,tauy_mean,curl,ektrx,ektry
UTC,degrees_north,degrees_east,Mb,m s-1,m s-1,m s-1,N m-2,N m-2,MPa m-1,kg m-1 s-1,kg m-1 s-1
1981-01-16T12:00:00Z,-26.5,285.5,1015.7442,3.224641,4.553825,6.18387,0.03384657,0.044380646,-0.04246435,-683.8645,521.5441
1981-02-15T00:00:00Z,-26.5,285.5,1013.58044,2.2067845,4.6219406,5.5045238,0.019733982,0.040560737,-0.045054913,-625.00323,304.0823
1981-03-16T12:00:00Z,-26.5,285.5,1015.1644,1.9024911,3.466022,4.5003977,0.02185833,0.029527785,0.014524123,-454.99573,336.81656
1981-04-16T00:00:00Z,-26.5,285.5,1015.46936,0.7946403,3.0786412,4.03926,0.00534852,0.023147417,-0.010758648,-356.68018,82.41572
1981-05-16T12:00:00Z,-26.5,285.5,1016.3967,2.547627,2.5267253,5.1646185,0.025727928,0.021425374,0.07528843,-330.14508,396.44345
1981-06-16T00:00:00Z,-26.5,285.5,1018.55853,0.336439,3.237813,4.4797096,0.0058183796,0.026475498,-0.040650383,-407.96283,89.65582
1981-07-16T12:00:00Z,-26.5,285.5,1020.09094,-0.659387,2.2284594,5.7387123,-0.03691585,0.026386688,0.0644565,-406.59433,-568.8389
1981-08-16T12:00:00Z,-26.5,285.5,1018.33655,2.0185187,2.1224651,4.785746,0.016339311,0.019359095,-0.033410024,-298.30566,251.7736
1981-09-16T00:00:00Z,-26.5,285.5,1019.5895,1.2809042,5.1899,6.839753,0.01149653,0.05750841,-0.09206338,-886.1511,177.15083
1981-10-16T12:00:00Z,-26.5,285.5,1018.05365,2.4390233,3.7943647,5.0195127,0.022035664,0.033627022,0.021165635,-518.16113,339.5491
1981-11-16T00:00:00Z,-26.5,285.5,1017.37915,4.0614834,5.105793,6.9618416,0.056527644,0.05830894,0.06563882,-898.4866,871.03845
1981-12-16T12:00:00Z,-26.5,285.5,1015.93774,3.0021684,5.5330124,6.742187,0.034490496,0.059156604,-0.0011596839,-911.5483,531.4665
1982-01-16T12:00:00Z,-26.5,285.5,1015.4177,3.0038884,2.4643242,4.5780506,0.02776958,0.018270528,0.05407992,-281.53186,427.9034
1982-02-15T00:00:00Z,-26.5,285.5,1014.43555,2.9319816,2.709764,4.4940557,0.025132101,0.022078937,0.034734435,-340.21588,387.2623
1982-03-16T12:00:00Z,-26.5,285.5,1014.73944,2.2126973,2.9830616,4.3534017,0.018675478,0.023044182,0.02716878,-355.08942,287.77176
1982-04-16T00:00:00Z,-26.5,285.5,1016.82666,1.4193016,4.0007,4.5561185,0.011306966,0.031479143,0.031079108,-485.06433,174.22983
1982-05-16T12:00:00Z,-26.5,285.5,1016.50256,2.2752385,2.2600908,5.005698,0.025200332,0.018777698,0.089743845,-289.34686,388.3137
1982-06-16T00:00:00Z,-26.5,285.5,1017.0974,1.9428074,1.530943,4.859255,0.019381009,0.01646289,0.0863278,-253.67784,298.64334
1982-07-16T12:00:00Z,-26.5,285.5,1016.56415,1.6555629,2.539931,4.961529,0.016305892,0.020337518,0.08759411,-313.38226,251.25864
1982-08-16T12:00:00Z,-26.5,285.5,1017.12335,1.6412671,2.9165769,4.9485226,0.01580967,0.023877563,0.067753024,-367.93106,243.61232
1982-09-16T00:00:00Z,-26.5,285.5,1016.8251,1.8103935,1.7329075,4.4627686,0.014740393,0.01900824,0.053339094,-292.8993,227.13574
1982-10-16T12:00:00Z,-26.5,285.5,1016.68225,2.726439,4.1996207,5.925923,0.035008896,0.04398887,0.06139949,-677.8276,539.4545
1982-11-16T00:00:00Z,-26.5,285.5,1015.1275,2.3498337,4.8533382,5.733216,0.023926513,0.04483676,0.035550293,-690.89276,368.68533
1982-12-16T12:00:00Z,-26.5,285.5,1013.907,2.2275212,2.9200075,4.323096,0.015695786,0.022234622,0.005610488,-342.61487,241.85747
1983-01-16T12:00:00Z,-26.5,285.5,1012.62524,1.9174143,2.704559,3.9384716,0.015622572,0.020163,0.052380428,-310.69308,240.72931
1983-02-15T00:00:00Z,-26.5,285.5,1013.6833,1.2266958,4.2764955,5.079837,0.011506936,0.037532613,0.01024721,-578.34265,177.31119
1983-03-16T12:00:00Z,-26.5,285.5,1013.6326,1.5567352,2.7777264,4.169393,0.014079554,0.02214849,0.009014574,-341.28763,216.95284
1983-04-16T00:00:00Z,-26.5,285.5,1014.18506,1.5254877,2.6492019,4.26376,0.010305923,0.021018917,0.004000491,-323.88196,158.8047
1983-05-16T12:00:00Z,-26.5,285.5,1015.37146,1.2454969,2.7776954,4.5010295,0.011475623,0.019172959,0.026788082,-295.43747,176.82867
1983-06-16T00:00:00Z,-26.5,285.5,1017.84296,-0.44636807,1.617777,4.3036194,-0.0032769253,0.013152949,0.047857597,-202.67471,-50.494373
1983-07-16T12:00:00Z,-26.5,285.5,1018.14307,1.0460116,3.551018,6.02139,0.012665604,0.036958802,0.036595795,-569.5008,195.16519
1983-08-16T12:00:00Z,-26.5,285.5,1019.2969,0.64094967,1.8739618,5.4897957,0.0013065389,0.024269635,0.05937813,-373.9725,20.132551
1983-09-16T00:00:00Z,-26.5,285.5,1020.03143,1.0938097,3.927792,6.049692,0.01492579,0.04068081,0.068656296,-626.85345,229.99255
1983-10-16T12:00:00Z,-26.5,285.5,1017.97186,2.024446,4.01245,5.3218837,0.021986924,0.039900616,0.10540928,-614.8314,338.79807
1983-11-16T00:00:00Z,-26.5,285.5,1017.52344,1.8159429,3.851009,4.8439436,0.015849443,0.03370374,0.05810309,-519.3433,244.22519
1983-12-16T12:00:00Z,-26.5,285.5,1015.9983,3.017958,2.8562977,4.6656275,0.027019965,0.025480675,0.10211179,-392.6335,416.35254
1984-01-16T12:00:00Z,-26.5,285.5,1015.09766,2.9222844,3.203542,4.833784,0.02386556,0.027330693,0.082228564,-421.14056,367.7461
1984-02-15T12:00:00Z,-26.5,285.5,1013.59094,1.4001569,3.0860147,4.1086845,0.010554685,0.023303462,0.08065624,-359.0847,162.6379
1984-03-16T12:00:00Z,-26.5,285.5,1014.5909,1.221219,1.7480395,3.081442,0.008563942,0.010226462,0.017614212,-157.58028,131.96239
1984-04-16T00:00:00Z,-26.5,285.5,1016.5461,0.30547297,2.4365501,3.3125122,9.117654E-4,0.0140038,-0.018252866,-215.78554,14.049457
1984-05-16T12:00:00Z,-26.5,285.5,1017.5444,2.0206907,2.078932,4.3996453,0.018960543,0.014452573,0.07703494,-222.70071,292.16434
1984-06-16T00:00:00Z,-26.5,285.5,1018.45044,0.27212766,1.6310974,3.295117,0.001359753,0.010718911,0.00699601,-165.16846,20.95253
1984-07-16T12:00:00Z,-26.5,285.5,1017.38226,1.6325552,0.7938902,5.5357385,0.025370726,0.0023871076,0.1434895,-36.783108,390.9393
1984-08-16T12:00:00Z,-26.5,285.5,1018.62463,0.32572514,2.8962944,4.830552,7.0888986E-4,0.025840934,0.0054869885,-398.18478,10.923334
1984-09-16T00:00:00Z,-26.5,285.5,1017.9135,1.617225,2.17752,4.1070333,0.0106412405,0.017669657,0.037820846,-272.27298,163.97162
1984-10-16T12:00:00Z,-26.5,285.5,1018.1622,1.2455688,4.91026,5.6343236,0.009463903,0.05125945,0.16701177,-789.8605,145.82994
1984-11-16T00:00:00Z,-26.5,285.5,1017.6365,0.87780887,4.1620426,4.787118,0.006493906,0.039988264,0.09808711,-616.182,100.065056
1984-12-16T12:00:00Z,-26.5,285.5,1014.52405,1.0152273,3.6351473,4.155292,0.0076448824,0.024652379,0.039586138,-379.87024,117.80053
1985-01-16T12:00:00Z,-26.5,285.5,1015.4057,1.6585482,2.6682274,3.8180182,0.012413003,0.019070724,0.06904332,-293.86212,191.27283
1985-02-15T00:00:00Z,-26.5,285.5,1014.1746,0.7255735,3.546992,4.000464,0.005344432,0.023741527,0.039779868,-365.83484,82.35273
1985-03-16T12:00:00Z,-26.5,285.5,1013.35345,0.41687897,2.620127,3.4952724,0.0034958816,0.017112458,0.029534344,-263.68707,53.868286
1985-04-16T00:00:00Z,-26.5,285.5,1016.1573,0.77668417,3.8748634,4.6657696,0.008819884,0.030444643,0.0030328997,-469.12363,135.9062
1985-05-16T12:00:00Z,-26.5,285.5,1016.9317,0.6345417,2.8195329,3.7392812,0.005359616,0.017567463,0.016849974,-270.69827,82.5867
1985-06-16T00:00:00Z,-26.5,285.5,1016.8287,0.446876,0.85913247,3.3736727,0.0013518278,0.006116791,0.05154957,-94.25407,20.830408
1985-07-16T12:00:00Z,-26.5,285.5,1018.6407,0.532061,0.9564294,3.8925338,0.0032228888,0.00756745,0.044374853,-116.60737,49.66172
1985-08-16T12:00:00Z,-26.5,285.5,1019.5382,0.32241192,3.4845538,4.42865,-0.0011391866,0.032934166,-0.007249696,-507.4849,-17.553806
1985-09-16T00:00:00Z,-26.5,285.5,1018.09845,0.9858391,2.4959261,3.8938348,0.008177214,0.016471792,0.03468024,-253.815,126.00327
1985-10-16T12:00:00Z,-26.5,285.5,1016.6699,1.168754,2.3293343,3.927042,0.010757741,0.020392958,0.07861573,-314.2365,165.76678
1985-11-16T00:00:00Z,-26.5,285.5,1016.82086,0.3239716,2.479738,3.6384683,0.0011682375,0.022638818,0.05947318,-348.84314,18.001455
1985-12-16T12:00:00Z,-26.5,285.5,1015.92303,1.4791708,2.9218676,3.812129,0.009611252,0.021325717,0.04293028,-328.60947,148.10045
1986-01-16T12:00:00Z,-26.5,285.5,1015.2985,1.1020617,3.8322022,4.2593966,0.0072744307,0.026172886,0.08092499,-403.29984,112.09222
1986-02-15T00:00:00Z,-26.5,285.5,1014.8928,0.87873614,2.4516811,3.1823828,0.0050871614,0.014241343,0.043501485,-219.44586,78.38843
1986-03-16T12:00:00Z,-26.5,285.5,1015.45764,0.5850091,2.9720373,3.3656425,0.0035139914,0.016668469,0.012925856,-256.8456,54.14734
