time,latitude,longitude,pmsl,u_mean,v_mean,uv_mag_mean,taux_mean,tauy_mean,curl,ektrx,ektry
UTC,degrees_north,degrees_east,Mb,m s-1,m s-1,m s-1,N m-2,N m-2,MPa m-1,kg m-1 s-1,kg m-1 s-1
1981-01-16T12:00:00Z,-17.5,284.5,1013.43494,-3.5010273,5.8632207,6.982992,-0.037016496,0.060368378,-0.07888945,-1380.294,-846.3644
1981-02-15T00:00:00Z,-17.5,284.5,1011.92834,-2.6767516,3.8561027,4.980665,-0.02012853,0.029812066,-0.022726916,-681.63855,-460.22913
1981-03-16T12:00:00Z,-17.5,284.5,1012.7722,-3.6854677,3.864853,5.575074,-0.031148251,0.033000015,0.010171141,-754.5295,-712.18976
1981-04-16T00:00:00Z,-17.5,284.5,1012.7645,-4.0292277,3.4016345,5.4286957,-0.033311345,0.029024873,-0.042145357,-663.6398,-761.6479
1981-05-16T12:00:00Z,-17.5,284.5,1014.40564,-3.187989,4.227721,5.804565,-0.030742154,0.040812533,-0.017350081,-933.15894,-702.90454
1981-06-16T00:00:00Z,-17.5,284.5,1015.52795,-4.151731,4.2678304,6.124221,-0.039039493,0.04154454,-0.041028358,-949.89594,-892.6192
1981-07-16T12:00:00Z,-17.5,284.5,1016.53955,-4.72828,3.820398,6.677081,-0.056322336,0.04785251,-0.058612615,-1094.1246,-1287.7831
1981-08-16T12:00:00Z,-17.5,284.5,1015.9176,-3.286607,5.4509025,6.6813765,-0.03687475,0.062362283,-0.10197874,-1425.8835,-843.1234
1981-09-16T00:00:00Z,-17.5,284.5,1015.81476,-5.565707,5.4456897,8.120116,-0.08721764,0.08135599,-0.09398748,-1860.1655,-1994.1893
1981-10-16T12:00:00Z,-17.5,284.5,1014.95874,-4.989028,4.1576366,6.6514964,-0.05213501,0.04148628,-0.00185209,-948.5638,-1192.0419
1981-11-16T00:00:00Z,-17.5,284.5,1014.42206,-4.886736,6.0387707,7.8560076,-0.057836924,0.07038278,-0.07040519,-1609.2684,-1322.4135
