time,latitude,longitude,pmsl,u_mean,v_mean,uv_mag_mean,taux_mean,tauy_mean,curl,ektrx,ektry
UTC,degrees_north,degrees_east,Mb,m s-1,m s-1,m s-1,N m-2,N m-2,MPa m-1,kg m-1 s-1,kg m-1 s-1
1981-01-16T12:00:00Z,-41.5,282.5,1015.54376,3.6108518,1.4395373,5.8342314,0.037670758,0.014908869,0.0038812687,-154.69774,390.88016
1981-02-15T00:00:00Z,-41.5,282.5,1016.0625,4.6589456,2.2083333,6.101958,0.04666798,0.020257356,0.122399285,-210.19484,484.23734
1981-03-16T12:00:00Z,-41.5,282.5,1016.11346,2.344569,1.4190681,6.1108985,0.025406262,0.007970977,0.12082064,-82.708626,263.62103
1981-04-16T00:00:00Z,-41.5,282.5,1014.5197,1.7043872,-1.8263671,6.119623,0.026454384,-0.03194792,0.07794795,331.49872,274.49658
1981-05-16T12:00:00Z,-41.5,282.5,1007.0095,5.11817,-3.8031344,9.97968,0.11310586,-0.09748742,-0.02177712,1011.5512,1173.6116
1981-06-16T00:00:00Z,-41.5,282.5,1018.1062,4.1170635,0.9744655,6.9016895,0.06408616,0.01661932,0.09016394,-172.44576,664.9723
1981-07-16T12:00:00Z,-41.5,282.5,1016.1075,4.614433,-1.8068256,7.25365,0.0708831,-0.045431916,0.055253044,471.41168,735.49884
1981-08-16T12:00:00Z,-41.5,282.5,1016.9366,5.64071,-1.1106877,7.8375874,0.08645141,-0.02346134,0.20126083,243.4401,897.0391
1981-09-16T00:00:00Z,-41.5,282.5,1019.80273,4.665899,-0.3120142,7.060657,0.068717115,-0.007674019,0.11952095,79.62733,713.0241
1981-10-16T12:00:00Z,-41.5,282.5,1018.69104,4.985338,1.3704127,7.545408,0.06835219,0.005380903,0.07603269,-55.833447,709.23755
1981-11-16T00:00:00Z,-41.5,282.5,1017.6373,6.955784,0.32346988,8.0956955,0.10884531,-0.010039798,0.22159609,104.17518,1129.4032
1981-12-16T12:00:00Z,-41.5,282.5,1017.2676,5.7087955,3.1129315,7.1364665,0.072519034,0.0334765,0.015061403,-347.35965,752.47363
1982-01-16T12:00:00Z,-41.5,282.5,1015.0681,5.180404,1.6310709,6.711774,0.06467322,0.008860286,0.2035681,-91.9363,671.0638
1982-02-15T00:00:00Z,-41.5,282.5,1017.3356,5.146686,4.279096,7.809758,0.06594022,0.05801554,0.11060673,-601.9822,684.21045
1982-03-16T12:00:00Z,-41.5,282.5,1016.6397,3.7066286,2.2466886,6.383349,0.04110081,0.020473382,0.1472507,-212.43637,426.47116
1982-04-16T00:00:00Z,-41.5,282.5,1017.8834,1.6982381,1.1682721,5.855477,0.021590577,0.0056630014,-0.003044473,-58.760563,224.02864
1982-05-16T12:00:00Z,-41.5,282.5,1009.7179,4.746591,-4.780767,8.311524,0.07819729,-0.07778264,0.10844496,807.08997,811.3925
1982-06-16T00:00:00Z,-41.5,282.5,1013.4397,2.3989332,0.638792,7.5824356,0.044553623,0.009859685,-0.015784252,-102.30629,462.2983
1982-07-16T12:00:00Z,-41.5,282.5,1013.1453,1.9072591,-1.3374985,5.4940996,0.017719222,-0.018124647,-0.059963398,188.06538,183.8586
1982-08-16T12:00:00Z,-41.5,282.5,1013.3049,3.7391207,-1.7488617,6.158003,0.054401446,-0.021865651,0.026845476,226.88286,564.4815
1982-09-16T00:00:00Z,-41.5,282.5,1013.1168,1.3518498,-3.4379206,6.339975,0.0220463,-0.040052008,0.007676352,415.58856,228.75731
1982-10-16T12:00:00Z,-41.5,282.5,1015.0776,5.8245497,-1.1945226,6.8071938,0.069241025,-0.018121168,0.105750866,188.02928,718.46027
1982-11-16T00:00:00Z,-41.5,282.5,1016.2104,5.608538,2.077954,7.3904505,0.06969962,0.022806043,0.1163081,-236.64058,723.2188
1982-12-16T12:00:00Z,-41.5,282.5,1016.31213,4.5625844,1.3671274,6.244624,0.04994482,0.01469555,0.20982671,-152.4843,518.2386
